isbn,category,title,description,image_path,edition,publisher,publication_year,author,stock,cost
3676199446061,Horror,Sleeping Beauties,"#1 NEW YORK TIMES BESTSELLER—Featuring a conversation with the authors! In this spectacular father/son collaboration, Stephen King and Owen King tell the highest of high-stakes stories: what might happen if women disappeared from the world of men?In a future so real and near it might be now, something happens when women go to sleep; they become shrouded in a cocoon-like gauze. If they are awakened, if the gauze wrapping their bodies is disturbed or violated, the women become feral and spectacularly violent; and while they sleep they go to another place... The men of our world are abandoned, left to their increasingly primal devices. One woman, however, the mysterious Evie, is immune to the blessing or curse of the sleeping disease. Is Evie a medical anomaly to be studied? Or is she a demon who must be slain? Set in a small Appalachian town whose primary employer is a women’s prison, Sleeping Beauties is a wildly provocative, gloriously absorbing father/son collaboration between Stephen King and Owen King.",cover_images/134.jpg,2,Simon & Schuster Audio,2017,Stephen King,48,17.49
9305141451159,Horror,Black House,"Bestselling authors Stephen King and Peter Straub's epic thriller about a small American town held in the grip of unspeakable evil is now available from Simon & Schuster Audio—completely unabridged on MP3 CD—for only $19.99!Twenty years ago, a boy named Jack Sawyer traveled to a parallel universe called the Territories to save his mother and her “Twinner” from an agonizing death that would have brought cataclysm to the other world. Now Jack is a retired Los Angeles homicide detective living in the nearly nonexistent hamlet of Tamarack, Wisconsin. He has no recollection of his adventures in the Territories, and he was compelled to leave the police force when a happenstance event threatened to awaken those long suppressed and dangerous memories. When a series of gruesome murders occur in western Wisconsin that are reminiscent of those committed several decades earlier, Jack’s buddy, the local chief of police, begs Jack to help find the killer. But are these new killings merely the work of a disturbed individual, or has a mysterious and malignant force been unleashed in this quiet town? What causes Jack’s inexplicable waking dreams—if that is what they are—of robins’ eggs and red feathers? As these cryptic messages becomes impossible to ignore, Jack is drawn back to the Territories and to his own hidden past.",cover_images/135.jpg,1,Simon & Schuster Audio,2012,Stephen King,6,9.97
3219644923292,Horror,Reliquary,"Hidden deep beneath Manhattan lies a warren of tunnels, sewers, and galleries, mostly forgotten by those who walk the streets above. There lies the ultimate secret of the Museum Beast. When two grotesquely deformed skeletons are found deep in the mud off the Manhattan shoreline, museum curator Margo Green is called in to aid the investigation. Margo must once again team up with police lieutenant D'Agosta and FBI agent Pendergast, as well as the brilliant Dr. Frock, to try and solve the puzzle. The trail soon leads deep underground, where they will face the awakening of a slumbering nightmare.",cover_images/136.jpg,1,Brilliance Audio,2008,Douglas Preston,40,7.49
3329975221500,Horror,Relic,"Just days before a massive exhibition opens at the popular New York Museum of Natural History, visitors are being savagely murdered in the museum's dark hallways and secret rooms. Autopsies indicate that the killer cannot be human.…But the museum's directors plan to go ahead with a big bash to celebrate the new exhibition, in spite of the murders.Museum researcher Margo Green must find out who—or what—is doing the killing. But can she do it in time to stop the massacre?",cover_images/137.jpg,3,Brilliance Audio,2007,Douglas Preston,28,7.49
4174393871278,Horror,The Troop,"It's The Lord of the Flies meets The Ruins, when a clinical trial for a new diet drug goes disastrously awry and a group of young survivors is left to deal with the consequences.    Five boys and their scoutmaster are dropped off by boat on small, deserted Falstaff Island, Canada, for a weekend of campfires, survival lessons, and merit awards. But the experience takes a dark turn when a severely gaunt man in tatters appears on their cabin doorstep. Before the night is through, this stranger will end up infecting one of the troop’s own with a ravenous parasite that’s straight out of their worst nightmares. It’s not long before the harrowing situation turns into a desperate struggle for survival against the elements, the mysterious plague...and eventually, each other.    Author Nick Cutter has crafted a visceral burn of a novel that deftly combines boldly drawn characters with a fantastically rendered narrative--a terrifying and unforgettable story told in the epistolary format that will captivate audiences everywhere.",cover_images/138.jpg,2,Simon & Schuster Audio,2014,Nick Cutter,40,11.99
7262956315623,Horror,The Deep,"From the acclaimed author of The Troop—which Stephen King raved “scared the hell out of me and I couldn’t put it down.…old-school horror at its best”—comes this utterly terrifying novel where The Abyss meets The Shining.A strange plague called the ’Gets is decimating humanity on a global scale. It causes people to forget—small things at first, like where they left their keys…then the not-so-small things like how to drive, or the letters of the alphabet. Then their bodies forget how to function involuntarily…and there is no cure. But now, far below the surface of the Pacific Ocean, deep in the Marianas Trench, an heretofore unknown substance hailed as “ambrosia” has been discovered—a universal healer, from initial reports. It may just be the key to a universal cure. In order to study this phenomenon, a special research lab, the Trieste, has been built eight miles under the sea’s surface. But now the station is incommunicado, and it’s up to a brave few to descend through the lightless fathoms in hopes of unraveling the mysteries lurking at those crushing depths…and perhaps to encounter an evil blacker than anything one could possibly imagine. Part horror, part psychological nightmare, The Deep is a novel that fans of Stephen King and Clive Barker won’t want to miss—especially if you’re afraid of the dark.",cover_images/139.jpg,2,Simon & Schuster Audio,2015,Nick Cutter,16,11.99
5133186751486,Horror,1922,"The chilling novella featured in Stephen King's New York Times bestselling short story collection Full Dark, No Stars—soon to be a Netflix original film starring Thomas Jane and Molly Parker.A violence awakens inside a man when his wife proposes selling off the family homestead, setting in motion a grisly train of murder and madness.",cover_images/140.jpg,2,Simon & Schuster Audio,2017,Stephen King,11,8.99
7278963781047,Horror,Pet Sematary,"Never before available on unabridged audio! Dexter’s Michael C. Hall reads this classic horror story described by Publishers Weekly as the “most frightening novel Stephen King has ever written.”  Soon to be a major motion picture!When Dr. Louis Creed takes a new job, and moves his family to the idyllic, rural town of Ludlow, Maine, this new beginning seems too good to be true. Yet despite Ludlow’s tranquility, there’s an undercurrent of danger that lingers…like the graveyard in the woods near the Creed’s home, where generations of children have buried their beloved pets. Behind the “pet sematary,” there is another burial ground, one that lures people to it with seductive promises…and ungodly temptations. A blood-chilling truth is hidden there—one more terrifying than death itself, and hideously more powerful. An ominous fate befalls anyone who dares tamper with this forbidden place, as Louis is about to discover for himself…",cover_images/141.jpg,2,Simon & Schuster Audio,2018,Stephen King,42,12.49
6897550717225,Horror,World War Z: The Complete Edition (Movie Tie-In Edition) An Oral History of the Zombie War,"World War Z: The Complete Edition (Movie Tie-in Edition): An Oral History of the Zombie War is a new version of Max Brooks' episodic zombie novel. The abridged versions of the original stories are now joined with new, unabridged recordings of the episodes that were not included in the original (abridged) version of the audiobook. These additional episodes feature a star-studded cast of narrators to coincide with the upcoming release of the film. New narrators include Academy Award-winning director Martin Scorsese, Spiderman star Alfred Molina, The Walking Dead creator Frank Darabont, rapper Common, Firefly star Nathan Fillion, Shaun of the Dead's Simon Pegg, and members of the casts of Star Trek, Battlestar Galactica, Heroes and more! Max Brooks will be reprising his role as The Interviewer. The original abridged edition, released in 2006, won an Audie Award for Best Multi-Voiced Performance. Original cast members include Alan Alda, Mark Hamill, Carl & Rob Reiner, and John Turturro. In this new classic of apocalyptic fiction that feels all too real, the Zombie War came unthinkably close to eradicating humanity. The documentary-style oral history records the testimony of men, women, and sometimes children who came face-to-face with the living, or at least the undead, hell of that dreadful time. Featuring five more hours of previously unrecorded content, this full-cast recording is read by F. Murray Abraham, Alan Alda, René Auberjonois, Becky Ann Baker, Dennis Boutsikaris, Bruce Boxleitner, Max Brooks, Nicki Clyne, Common, Denise Crosby, Frank Darabont, Dean Edwards, Mark Hamill, Nathan Fillion, Maz Jobrani, Frank Kamai, Michelle Kholos, John McElroy, Ade M’Cormack, Alfred Molina, Parminder Nagra, Ajay Naidu, Masi Oka, Steve Park, Kal Penn, Simon Pegg, Jürgen Prochnow, Carl Reiner, Rob Reiner, Henry Rollins, Jeri Ryan, Jay O. Sanders, Martin Scorsese, Paul Sorvino, David Ogden Stiers, Brian Tee, John Turturro, Eamonn Walker, Ric Young, and Waleed Zuaiter.©2006 Max Brooks (P)2012 Random House",cover_images/142.jpg,2,Random House Audio,2013,Max Brooks,18,10.00
5004366058241,Horror,The Hatching,"An astonishingly inventive and terrifying debut novel about the emergence of an ancient species, dormant for over the thousand years, and now on the march.Deep in the jungle of Peru, where so much remains unknown, a black, skittering mass devours an American tourist whole. Thousands of miles away, an FBI agent investigates a fatal plane crash in Minneapolis and makes a gruesome discovery. Unusual seismic patterns register in a Kanpur, India earthquake lab, confounding the scientists there. During the same week, the Chinese government “accidentally” drops a nuclear bomb in an isolated region of its own country. As these incidents begin to sweep the globe, a mysterious package from South America arrives at a Washington, D.C. laboratory. Something wants out.  The world is on the brink of an apocalyptic disaster. An ancient species, long dormant, is now very much awake.",cover_images/143.jpg,2,Simon & Schuster Audio,2016,Ezekiel Boone,13,8.99
7824376738926,Horror,Desperation,"“The terror is relentless” (Publishers Weekly) in Stephen King’s #1 national bestseller about a little mining town, Desperation, that many will enter on their way to somewhere else. But getting out is not easy as it would seem…Located off a desolate stretch of Interstate 50, Desperation, Nevada, has few connections with the rest of the world. It is a place, though, where the seams between worlds are thin. And it is a place where several travelers are abducted by Collie Entragian, the maniacal police officer of Desperation. Entragian uses various ploys for the abductions, from an arrest for drug possession to “rescuing” a family from a nonexistent gunman. There’s something very wrong here, all right, and Entragian is only the surface of it. The secrets embedded in Desperation’s landscape, and the evil that infects the town like some viral hot zone, are both awesome and terrifying. But as one of the travelers, young David Carver, seems to know—though it scares him nearly to death to realize it—so are the forces summoned to combat them. “Stephen King’s knack for turning the stray junk of pop culture into sick, darkly engrossing thrills has rarely been this much in evidence as in Desperation” (Salon).",cover_images/144.jpg,1,Simon & Schuster Audio,2016,Stephen King,45,14.99
8548014646603,Contemporary Women,The Nightingale,"In love we find out who we want to be.In war we find out who we are.FRANCE, 1939In the quiet village of Carriveau, Vianne Mauriac says goodbye to her husband, Antoine, as he heads for the Front.  She doesn't believe that the Nazis will invade France...but invade they do, in droves of marching soldiers, in caravans of trucks and tanks, in planes that fill the skies and drop bombs upon the innocent. When a German captain requisitions Vianne's home, she and her daughter must live with the enemy or lose everything. Without food or money or hope, as danger escalates all around them, she is forced to make one impossible choice after another to keep her family alive.Vianne's sister, Isabelle, is a rebellious eighteen-year-old girl, searching for purpose with all the reckless passion of youth.  While thousands of Parisians march into the unknown terrors of war, she meets Gaetan, a partisan who believes the French can fight the Nazis from within France, and she falls in love as only the young can...completely.  But when he betrays her, Isabelle joins the Resistance and never looks back, risking her life time and again to save others.With courage, grace and powerful insight, bestselling author Kristin Hannah captures the epic panorama of WWII and illuminates an intimate part of history seldom seen: the women's war.   The Nightingale tells the stories of two sisters, separated by years and experience, by ideals, passion and circumstance, each embarking on her own dangerous path toward survival, love, and freedom in German-occupied, war-torn France--a heartbreakingly beautiful novel that celebrates the resilience of the human spirit and the durability of women.  It is a novel for everyone, a novel for a lifetime.",cover_images/145.jpg,2,Macmillan Audio,2015,Kristin Hannah,13,16.49
5295402789897,Contemporary Women,The Husband's Secret,"From the author of the critically acclaimed What Alice Forgot comes a breakout new novel about the secrets husbands and wives keep from each other.Three women. One secret. And a letter that will change everything—forever.Tess. Rachel. Cecilia. Three women living three very different lives. But when Cecilia opens up a Pandora’s box, their lives will intersect in ways none of them could foresee.Cecilia is the woman who seems to have it all: a successful career, a gorgeous husband, and three wonderful daughters. One day she finds an old tattered letter in the attic that’s addressed to her, to be opened only in the event of her husband’s death. But he’s still very much alive. When Cecilia casually mentions it to him on the phone, he laughs it off, telling her to put the letter away. Yet when he flies home early from an overseas business trip, and then frantically searches for the letter, Cecilia realizes there’s something important in it, something she needs to know. Yet even Pandora herself could not prepare Cecilia for what the letter reveals.",cover_images/146.jpg,2,Penguin Audio,2013,Liane Moriarty,46,8.75
3820901035543,Contemporary Women,Big Little Lies,"The new novel from the author of The Husband’s Secret A #1 New York Times Bestseller  Sometimes it’s the little lies that turn out to be the most lethal.   A murder…A tragic accident…Or just parents behaving badly? What’s indisputable is that someone is dead.   Madeline is a force to be reckoned with. She’s funny, biting, and passionate; she remembers everything and forgives no one. Celeste is the kind of beautiful woman who makes the world stop and stare but she is paying a price for the illusion of perfection. New to town, single mom Jane is so young that another mother mistakes her for a nanny. She comes with a mysterious past and a sadness beyond her years. These three women are at different crossroads, but they will all wind up in the same shocking place.   Big Little Lies is a brilliant take on ex-husbands and second wives, mothers and daughters, schoolyard scandal, and the dangerous little lies we tell ourselves just to survive.From the Trade Paperback edition.",cover_images/147.jpg,1,Penguin Audio,2014,Liane Moriarty,20,10.00
1110822632606,Contemporary Women,At the Water's Edge,"NEW YORK TIMES BESTSELLER • In this thrilling new novel from the author of Water for Elephants, Sara Gruen again demonstrates her talent for creating spellbinding period pieces. At the Water’s Edge is a gripping and poignant love story about a privileged young woman’s awakening as she experiences the devastation of World War II in a tiny village in the Scottish Highlands.After disgracing themselves at a high society New Year’s Eve party in Philadelphia in 1944, Madeline Hyde and her husband, Ellis, are cut off financially by his father, a former army colonel who is already ashamed of his son’s inability to serve in the war. When Ellis and his best friend, Hank, decide that the only way to regain the Colonel’s favor is to succeed where the Colonel very publicly failed—by hunting down the famous Loch Ness monster—Maddie reluctantly follows them across the Atlantic, leaving her sheltered world behind.    The trio find themselves in a remote village in the Scottish Highlands, where the locals have nothing but contempt for the privileged interlopers. Maddie is left on her own at the isolated inn, where food is rationed, fuel is scarce, and a knock from the postman can bring tragic news. Yet she finds herself falling in love with the stark beauty and subtle magic of the Scottish countryside. Gradually she comes to know the villagers, and the friendships she forms with two young women open her up to a larger world than she knew existed. Maddie begins to see that nothing is as it first appears: the values she holds dear prove unsustainable, and monsters lurk where they are least expected.   As she embraces a fuller sense of who she might be, Maddie becomes aware not only of the dark forces around her, but of life’s beauty and surprising possibilities.Praise for At the Water’s Edge  “Breathtaking . . . a daring story of adventure, friendship, and love in the shadow of WWII.”—Harper’s Bazaar   “A gripping, compelling story . . . Gruen’s characters are vividly drawn and her scenes are perfectly paced.”—The Boston Globe   “A page-turner of a novel that rollicks along with crisp historical detail.”—Fort Worth Star-Telegram   “Powerfully evocative.”—USA Today   “Gruen is a master at the period piece—and [this] novel is just another stunning example of that craft.”—Glamour",cover_images/148.jpg,3,Random House Audio,2015,Sara Gruen,31,10.00
8556985676530,Contemporary Women,Prodigal Son,"Twin boys grow up in the same family, in the same town. Dramatically different, they become bitter enemies, even as children: one good, one bad. One leaves his peaceful hometown, but when all else fails, the prodigal son returns, twenty years later. The reunion of brothers, sweet and healing at first, exposes shattering revelations of good and evil. #1 New York Times bestselling author Danielle Steel tells a brilliant, suspenseful story of suspicion, betrayal, and a life-and-death struggle for survival. Which twin is good and which is evil, as the tables turn again and again?PRODIGAL SONIn a matter of days, Peter McDowell loses everything he has worked so hard for—his wealth, his property, his livelihood as a star investment banker. And then it gets worse. The stock market crash not only plunges Peter into joblessness, it causes a rift in his marriage that he cannot repair. Stripped of everything, he has only one place to retreat: a lakeside cottage he inherited from his parents, who left most of their modest estate to Peter’s twin. With no other choice, the prodigal son goes home.A beloved small-town doctor, a devoted family man, and a pillar of his community, Michael McDowell serves others without regard to personal gain. Only Peter knows how Michael manipulated their parents when the boys were young, ultimately driving Peter away. At first, he dreads seeing Michael again. But, to his surprise, their reunion is tender and real. Only later, as Peter mulls over his late mother’s journals, does the truth begin to emerge, as realization and panic set in. Who is his twin? Is the façade real, or does something terrifying lie beneath? Imagination or a reality too terrifying to believe?In a race for time, Peter throws caution to the winds to find the truth. What he discovers will change their lives, the lives of their children, and an entire town forever.Powerful, poignant, and filled with complex and layered characters, Prodigal Son is a riveting novel of secrets, salvation, and redemption from master storyteller Danielle Steel.",cover_images/149.jpg,1,Brilliance Audio,2015,Danielle Steel,24,9.99
1688547936973,Contemporary Women,First Frost,"Sarah Addison Allen, beloved author of Garden Spells, returns with a luminous story of the trouble with hanging on too long, and the magic that happens when you finally let go.Autumn has finally arrived in the small town of Bascom, North Carolina, heralded by a strange old man appearing with a beat-up suitcase. He has stories to tell, stories that could change the lives of the Waverley women forever. But the Waverleys have enough trouble on their hands. Quiet Claire Waverley has started a successful new venture, Waverley's Candies, but it's nothing like she thought it would be, and it's slowly taking over her life. Claire's wild sister Sydney, still trying to leave her past behind, is about to combust with her desire for another new beginning. And Sydney's fifteen-year-old daughter Bay has given her heart away to the wrong boy and can't get it back.From the author of the New York Times bestselling sensation Garden Spells, First Frost is magical and atmospheric, taking readers back into the lives of the gifted Waverley women—back to their strange garden and temperamental apple tree, back to their house with a personality of its own, back to the men who love them fiercely—proving that a happily-ever-after is never the real ending to a story. It's where the real story begins.",cover_images/150.jpg,3,Brilliance Audio,2015,Sarah Addison Allen,35,4.99
6768976121501,Contemporary Women,Still Alice,"An extraordinary debut novel about an accomplished woman who slowly loses her thoughts and memories to a harrowing disease -- only to discover that each day brings a new way of living and loving    Alice Howland is proud of the life she worked so hard to build. At fifty years old, she's a cognitive psychology professor at Harvard and a world-renowned expert in linguistics with a successful husband and three grown children. When she becomes increasingly disoriented and forgetful, a tragic diagnosis of early-onset Alzheimer's disease changes her life.   As the inevitable descent into dementia strips away her sense of self, fiercely independent Alice struggles to live in the moment. While she once placed her worth and identity in her celebrated and respected academic life, now she must reevaluate her relationship with her husband, a respected scientist; her expectations of her children; and her ideas about herself and her place in the world.  At once beautiful and terrifying, Still Alice is a moving and vivid depiction of life with early-onset Alzheimer's disease that is as compelling as A Beautiful Mind and as unforgettable as Ordinary People.",cover_images/151.jpg,2,Simon & Schuster Audio,2009,Lisa Genova,38,11.99
8871772927504,Contemporary Women,Leaving Time,"Throughout her blockbuster career, #1 New York Times bestselling author Jodi Picoult has seamlessly blended nuanced characters, riveting plots, and rich prose, brilliantly creating stories that “not only provoke the mind but touch the flawed souls in all of us” (The Boston Globe). Now, in her highly anticipated new book, she has delivered her most affecting novel yet—and one unlike anything she’s written before. For more than a decade, Jenna Metcalf has never stopped thinking about her mother, Alice, who mysteriously disappeared in the wake of a tragic accident. Refusing to believe that she would be abandoned as a young child, Jenna searches for her mother regularly online and pores over the pages of Alice’s old journals. A scientist who studied grief among elephants, Alice wrote mostly of her research among the animals she loved, yet Jenna hopes the entries will provide a clue to her mother’s whereabouts. Desperate to find the truth, Jenna enlists two unlikely allies in her quest. The first is Serenity Jones, a psychic who rose to fame finding missing persons—only to later doubt her gifts. The second is Virgil Stanhope, a jaded private detective who originally investigated Alice’s case along with the strange, possibly linked death of one of her colleagues. As the three work together to uncover what happened to Alice, they realize that in asking hard questions, they’ll have to face even harder answers. As Jenna’s memories dovetail with the events in her mother’s journals, the story races to a mesmerizing finish. A deeply moving, gripping, and intelligent page-turner, Leaving Time is Jodi Picoult at the height of her powers.“The Elephant” from NATURAL HISTORY by Dan Chiasson, copyright ©2005 by Dan Chiasson. Used by permission of Alfred A. Knopf, an imprint of the Knopf Doubleday Publishing Group, a division of Random House LLC. All rights reserved.Praise for Jodi Picoult “Picoult writes with unassuming brilliance.”—Stephen King “It’s hard to exaggerate how well Picoult writes.”—Financial Times “Picoult writes with a fine touch, a sharp eye for detail, and a firm grasp of the delicacy and complexity of human relationships.”—The Boston Globe “Picoult is a master of the craft of storytelling.”—Associated Press",cover_images/152.jpg,2,Random House Audio,2014,Jodi Picoult,9,12.50
1060367133578,Contemporary Women,Winter Street,"In bestseller Elin Hilderbrand's first Christmas novel, a family gathers on Nantucket for a holiday filled with surprises.Kelley Quinn is the owner of Nantucket's Winter Street Inn and the proud father of four, all of them grown and living in varying states of disarray. Patrick, the eldest, is a hedge fund manager with a guilty conscience. Kevin, a bartender, is secretly sleeping with a French housekeeper named Isabelle. Ava, a school teacher, is finally dating the perfect guy but can't get him to commit. And Bart, the youngest and only child of Kelley's second marriage to Mitzi, has recently shocked everyone by joining the Marines. As Christmas approaches, Kelley is looking forward to getting the family together for some quality time at the inn. But when he walks in on Mitzi kissing Santa Claus (or the guy who's playing Santa at the inn's annual party), utter chaos descends. With the three older children each reeling in their own dramas and Bart unreachable in Afghanistan, it might be up to Kelley's ex-wife, nightly news anchor Margaret Quinn, to save Christmas at the Winter Street Inn. Before the mulled cider is gone, the delightfully dysfunctional Quinn family will survive a love triangle, an unplanned pregnancy, a federal crime, a small house fire, many shots of whiskey, and endless rounds of Christmas caroling, in this heart-warming novel about coming home for the holidays.",cover_images/153.jpg,2,Hachette Audio,2014,Elin Hilderbrand,16,12.49
3448839183452,Contemporary Women,Perfect Life,"From #1 New York Times bestselling author Danielle Steel comes a heartwarming and inspirational novel about a mother and daughter who face challenges, cope with celebrity, and overcome tragedy while maintaining the outward appearance of…A Perfect LifeThe epitome of intelligence, high-powered energy, and grace, Blaise McCarthy is an icon in the world of television news, asking the tough questions and taking on the emotionally charged issues of world affairs and politics with courage and insight. A single mother, she manages her well-ordered career meticulously, always prepared on the air or interviewing world-renowned figures and heads of state. To her audience, Blaise seems to have it all. But privately, and off the set, there is another untold story she has kept hidden for years.Blaise’s teenage daughter, Salima, was blinded by Type 1 diabetes in childhood, and her needs have kept her away in a year-round boarding school with full-time medical care and assistance ever since. When Salima’s school closes after a tragedy, Salima returns to her mother’s New York City apartment, and suddenly they face challenges they’ve never had to deal with before, and that Blaise feels ill-equipped to handle. A new caretaker provided by Salima’s school creates as many problems as he solves. Handsome, accomplished, thirty-two-year-old Simon Ward, with strong opinions on every topic, questions how mother and daughter view themselves and each other. Simon opens new doors for both of them and refuses to accept Salima’s physical limitations. He turns their world upside down, and the three become friends.Then everything starts to unravel and Blaise can’t keep her two worlds separate anymore. A beautiful young anchorwoman is hired at the network; it is no secret that she is being groomed to take Blaise’s place. Her career as she has known it is threatened, and her previously well-ordered life feels totally out of control. For the first time, Blaise’s life is not perfect, but real.In this unforgettable tale, the incomparable Danielle Steel has written a novel that pulsates with emotion and honesty as three people face the truth about themselves. A Perfect Life is about what we do when facades fall away and we can no longer run from the truth. As old ideas fail, everything changes, and life is suddenly brand-new.",cover_images/154.jpg,3,Brilliance Audio,2014,A,35,9.99
4712842005193,Contemporary Women,It's in His Kiss,"From the New York Times bestselling author of the Lost and Found Sisters comes a heart-warming and funny novel about family, friendship, and love.ONE KISS CAN LAST FOREVERBecca Thorpe has uprooted her life and escaped to the beach. Now's her chance to get away from city living, throw caution to the ocean winds, and live in the moment. Especially if the moment includes the deliciously sexy surfer she meets shortly after arriving in Lucky Harbor. Something about the dark intensity of Sam's eyes and the thrill she gets at his touch convinces her to stay awhile.Boatbuilder and investment genius Sam Brody is a self-made man who knows how dangerous it can be to mix business and pleasure. But he can't resist offering Becca a job just to hear her laugh and have her near. Yet when her brother comes to town asking for help, will he tempt her back to her glamorous life in the city? Or do Sam and little Lucky Harbor have a chance to win Becca's heart?",cover_images/155.jpg,3,Hachette Audio,2014,Jill Shalvis,34,9.99
3061567415766,Contemporary Women,All Fall Down,"From #1 New York Times bestselling author Jennifer WeinerAllison Weiss got her happy ending—a handsome husband, adorable daughter, a job she loves, and the big house in the suburbs. But while waiting in the pediatrician’s office, she opens a magazine to a quiz about addiction and starts to wonder…Is a Percocet at the end of the day really different from a glass of wine? Is it such a bad thing to pop a Vicodin after a brutal Jump & Pump class…or if your husband ignores you?The pills help her manage the realities of her good-looking life: that her husband is distant, that her daughter is acting out, that her father’s Alzheimer’s is worsening and her mother is barely managing to cope. She tells herself that they let her make it through her days…but what if her increasing drug use, a habit that’s becoming expensive and hard to hide, is turning into her biggest problem of all?With a sparkling comedic touch and a cast of unforgettable characters, this remarkable story of a woman’s slide into addiction and struggle to find her way back up again is Jennifer Weiner’s most masterful work yet.",cover_images/156.jpg,3,Simon & Schuster Audio,2014,Jennifer Weiner,33,11.99
3894642354290,Contemporary Women,The Hurricane Sisters,"Once again Dorothea Benton Frank takes us deep into the heart of her magical South Carolina Lowcountry on a tumultuous journey filled with longings, disappointments, and, finally, a road toward happiness that is hard earned. There we meet three generations of women buried in secrets. The determined matriarch, Maisie Pringle, at eighty, is a force to be reckoned with because she will have the final word on everything, especially when she's dead wrong. Her daughter, Liz, is caught up in the classic maelstrom of being middle-aged and in an emotionally demanding career that will eventually open all their eyes to a terrible truth. And Liz's beautiful twenty-something daughter, Ashley, whose dreamy ambitions of her unlikely future keeps them all at odds.The Lowcountry has endured its share of war and bloodshed like the rest of the South, but this storm season we watch Maisie, Liz, and Ashley deal with challenges that demand they face the truth about themselves. After a terrible confrontation they are forced to rise to forgiveness, but can they establish a new order for the future of them all? This is the often hilarious, sometimes sobering, but always entertaining story of how these unforgettable women became The Hurricane Sisters.",cover_images/157.jpg,1,Harper Audio,2014,Dorothea Benton Frank,9,12.49
8086587266761,Contemporary Women,The One and Only,"#1 NEW YORK TIMES BESTSELLER • The beloved author of Something Borrowed and Where We Belong returns with an extraordinary story of love and loyalty—and an unconventional heroine struggling to reconcile both. Thirty-three-year-old Shea Rigsby has spent her entire life in Walker, Texas—a small college town that lives and dies by football, a passion she unabashedly shares. Raised alongside her best friend, Lucy, the daughter of Walker’s legendary head coach, Clive Carr, Shea was too devoted to her hometown team to leave. Instead she stayed in Walker for college, even taking a job in the university athletic department after graduation, where she has remained for more than a decade. But when an unexpected tragedy strikes the tight-knit Walker community, Shea’s comfortable world is upended, and she begins to wonder if the life she’s chosen is really enough for her. As she finally gives up her safety net to set out on an unexpected path, Shea discovers unsettling truths about the people and things she has always trusted most—and is forced to confront her deepest desires, fears, and secrets. Thoughtful, funny, and brilliantly observed, The One & Only is a luminous novel about finding your passion, following your heart, and, most of all, believing in something bigger than yourself . . . the one and only thing that truly makes life worth living.Praise for The One & Only • NAMED ONE OF THE BEST BOOKS OF THE YEAR BY POPSUGAR  “A page turner.”—Southern Living   “The One & Only is one to read.”—Associated Press   “Giffin scores again by bringing her discerning understanding of matters of the heart.”—Family Circle   “A poignant story about growing up and growing into your own skin.”—BookPage   “Touching.”—New York Daily News   “Deep, beautifully written . . . [Emily Giffin’s] latest focuses on a forbidden love of sorts, but in a new setting: a fictional small college town in Texas.”—Marie Claire   “Each and every page of this story is entertaining. . . . Giffin is a talented writer who always comes up with a plot that is just a bit different than anything others are writing about. . . . Find a shady spot; get a cool drink, and just luxuriate in the joy of a book well written.”—The Huffington Post   “Brace yourself for a tearjerker: A tale of friendship and loyalty in a small, football-crazed Texas town shows how quickly things can change when tragedy challenges all that the characters hold dear . . . [A] page-turner.”—InStyle   “[Giffin’s] protagonists . . . live full, interesting lives outside the purely personal realm—no more so than Shea Rigsby, the funny, flawed, but sympathetic central character in the The One & Only.”—The Atlanta Journal-Constitution   “In bestseller Giffin’s much-anticipated latest, a young woman’s life is upended when tragedy strikes the football-obsessed Texas town she’s always called home.”—People   “To fill your Friday Night Lights void: A tale of die-hard love in a diehard Texas football town from the bestselling author of Something Borrowed.”—Cosmopolitan",cover_images/158.jpg,3,Random House Audio,2014,Emily Giffin,17,11.25
7314024181815,Contemporary Women,The Girls of August,"Anne Rivers Siddons's New York Times bestselling novel about four friends whose lives are forever changed by the events of one summer.For fifteen years, four ""girls of August"" would gather together to spend a week at the beach, until tragedy interrupts their ritual. Now they reunite for a startling week of discoveries.The ritual began when they were in their twenties and their husbands were in medical school, and became a mainstay of every summer thereafter. Their only criteria was oceanfront and isolation, their only desire to strengthen their far-flung friendships. They called themselves the Girls of August. But when one of the Girls dies tragically, the group slowly drifts apart and their vacations together are brought to a halt.Years later, a new marriage reunites them and they decide to come together once again on a remote barrier island off the South Carolina coast. There, far from civilization, the women uncover secrets that will change them in ways they never expected.",cover_images/159.jpg,2,Hachette Audio,2014,Anne Rivers Siddons,29,12.49
